SITE_ID,VISIT_NO,PH_LAB,COND,ANC,TURB,DOC,NH4N_PPM,NO3_NO2,NO3N_PPM,NTL,PTL,CHLA,CL_PPM,SO4_PPM,CA_PPM,MG_PPM,NA_PPM,K_PPM,COLOR,SIO2,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM
NLA06608-1349,1,8.1,248.8,1246.08,2.82,8.16,0.011,0.005,0.005,0.804,30,27.2,28.519,11.616,25.71,3.247,10.6,3.297,18,0.615,2096.27,2292.34,2095.52,1.15,NA
NLA06608-1354,1,8.56,644,3046.84,0.618,3.51,0.01,0.231,0.353,0.48,6,3.627,7.271,172.733,59,18.91,50.88,2.763,11,5.604,6784.6,6873.43,6783.99,4.56,NA
NLA06608-1355,1,8.53,389.6,2891.44,3.65,5.44,0.095,0.005,0.005,0.584,5,3.84,24.626,26.251,36.26,19.93,12.5,2.726,1,1.843,4068.62,4132.59,4062.82,1.75,NA
NLA06608-1355,2,8.4,387.5,2754.93,1.65,5.17,0.014,0.005,0.005,0.462,4,3.422,24.432,24.449,36.57,19.83,10.43,2.198,9,3.13,3967.4,3953.09,3966.51,2.55,NA
NLA06608-1356,1,7.01,78.42,594.86,3.03,4.98,0.005,0.005,0.005,0.416,21,4.924,1.742,4.699,8.767,2.581,2.068,0.735,12,5.362,759.13,741.93,758.61,NA,NA
NLA06608-1358,1,7.7,79.23,532.22,1.48,6.14,0.005,0.005,0.005,0.288,11,7.64,3.392,4.62,9.24,2.472,2.4,0.587,12,11.01,784.48,724.1,783.9,2.75,NA
NLA06608-1358,2,7.65,80.57,556.53,1.02,5.42,0.019,0.011,0.023,0.359,7,4.64,3.493,4.77,8.719,2.373,2.21,0.518,18,12.174,741.08,756.03,739.73,2.5,NA
NLA06608-1359,1,8.6,392.2,3807.21,8.22,4.53,0.013,0.005,0.005,1.166,108,34.848,10.873,10.185,35.36,23.83,6.083,2.019,15,10.138,4042.4,4325.95,4041.62,0.61,NA
NLA06608-1360,1,8.22,289.7,2549.52,11.8,4.41,0.005,0.005,0.005,0.734,60,49.92,3.074,16.705,23.51,10.38,10.01,11.29,5,12.659,2752,2984.03,2751.47,0.85,NA
NLA06608-1364,1,7.88,132.6,1214.94,17.7,4.08,0.474,0.024,0.054,2.072,213,103.2,2.615,3.531,17.15,3.421,1.357,1.427,12,9.209,1265.43,1366.08,1232.82,0.38,NA
NLA06608-1365,1,8.48,426.2,3256.24,4.01,2.42,0.024,0.005,0.005,0.257,13,5.36,29.117,15.709,45.82,17.61,14.16,1.188,7,3.398,4383.31,4404.58,4381.82,1.55,NA
NLA06608-1367,1,8.51,850.5,2372.77,46,22.08,0.028,0.005,0.005,5.338,242,184,7.563,329.972,67.52,64.26,12.27,8.525,30,44.865,9410.55,9456.11,9408.83,0.12,NA
NLA06608-1368,1,8.28,856.6,2952,21.7,6.68,0.013,0.005,0.005,1.18,110,32.2,125.011,73.941,57.7,13.48,83,6.279,19,10.601,7760.22,8017.52,7759.37,0.4,NA
NLA06608-1369,1,7.83,98.69,695.16,8.2,3.57,0.005,0.005,0.005,0.679,50,30.08,4.556,4.652,8.072,2.865,4.362,2.407,7,11.813,890.21,920.54,889.85,0.63,NA
NLA06608-1370,1,8.56,314.4,2713.34,4.27,9.67,0.017,0.005,0.056,1.063,39,16.16,15.142,10.594,30.33,18.37,5.653,1.687,21,7.662,3315.17,3365,3314.14,1.45,NA
NLA06608-1372,1,8.22,421.3,2274.25,12.9,4.17,0.048,0.013,0.089,0.878,113,62.64,7.802,78.771,44.32,13.33,12.03,5.415,13,3.61,3973.41,4140.69,3970.24,0.63,NA
NLA06608-1375,1,7.62,296.6,1869.25,10.5,5.73,0.022,1.394,1.26,2.169,79,63.936,14.978,25.033,32.79,9.05,7.897,3.821,18,5.437,2823.72,2902.89,2822.16,0.3,NA
NLA06608-1376,1,8.52,275.7,3198.03,2.48,2.69,0.01,0.005,0.005,0.346,18,9.12,2.413,5.899,27.2,18.81,1.914,0.968,7,9.415,3013.75,3388.91,3013.13,1.89,NA
NLA06608-1377,1,7.08,15.99,123.27,0.473,2.99,0.005,0.005,0.005,0.101,8,0.867,0.144,0.499,1.356,0.176,1.205,0.204,10,7.364,140.15,137.8,139.78,6.3,NA
NLA06608-1380,1,8.62,481.7,3098.89,1.29,5.7,0.013,0.061,0.185,0.524,21,2.768,5.757,86.759,37.47,15.49,38.55,2.524,6,3.908,4886.55,5080.8,4885.78,3.25,NA
NLA06608-1383,1,8.56,404.5,3419.21,9.31,12.4,0.194,0.005,0.005,1.444,35,21.28,15.697,21.168,27.94,32.29,4.408,6.114,11,10.993,4411.12,4303.39,4399.4,0.85,NA
NLA06608-1387,1,8.43,437.1,2013.55,5.02,7.03,0.019,0.005,0.005,0.994,25,9.968,46.95,45.269,33.68,18.39,21.17,1.109,12,0.413,4144.32,4280.33,4143.12,0.95,NA
NLA06608-1389,1,7.53,151.5,613.62,6.81,3.15,0.022,1.695,1.698,2.506,86,52.848,15.095,8.063,9.418,2.6,12.27,2.815,18,16.861,1291.19,1328.52,1289.62,0.7,NA
NLA06608-1389,2,7.58,153.6,543.66,7.4,3.46,0.007,2.403,2.199,2.981,53,56.16,15.195,9.244,9.306,2.676,12.63,2.725,10,3.65,1303.95,1321.7,1303.64,NA,NA
NLA06608-1390,1,8.65,397,3547.27,3.01,7.24,0.022,0.005,0.005,0.553,15,5.589,16.329,11.619,27.08,27.94,8.158,4.089,10,12.306,4111.14,4249.76,4109.85,1.45,NA
NLA06608-1391,1,8.21,870.3,1854.29,27.5,8.09,0.016,0.005,0.005,1.36,172,67.968,185.389,20.179,36.13,7.105,114.7,3.258,24,6.846,7461.11,7503.51,7460.05,0.33,NA
NLA06608-1396,1,8.36,221.9,2184.45,2.86,2.2,0.005,0.005,0.005,0.255,19,5.12,3.367,3.845,34.21,5.119,2.246,0.746,7,4.715,2245.28,2359.48,2245.09,1.46,NA
NLA06608-1397,1,8.67,573.5,3113.25,40.9,15.57,0.07,0.005,0.005,3.559,367,210.6,48.145,55.914,25.99,11.88,71,5.528,20,0.025,5508.25,5635.36,5504.2,0.2,NA
NLA06608-1398,1,6.56,38.65,117,2.41,19.39,0.005,0.005,0.005,0.624,24,7.874,0.447,6.03,2.827,1.928,1.031,0.271,65,1.377,351.99,255.43,351.5,0.8,NA
NLA06608-1401,1,8.19,124.6,833.77,13.6,3.5,0.014,0.005,0.005,0.494,29,37.296,4.565,11.189,15.29,3.342,2.262,1.358,5,2.529,1172.04,1195.49,1171.1,0.55,NA
NLA06608-1403,1,8.3,590.6,1975.1,2.08,5.02,0.027,0.041,0.129,0.389,7,1.925,10.781,176.335,56.06,20.33,36.9,1.629,1,0.533,6118.79,5959.7,6117.04,2.35,NA
NLA06608-1413,1,8.59,374.2,2468.53,29.4,14.8,0.024,0.005,0.005,1.614,25,49.2,40.166,3.656,27.89,11.88,22.05,7.362,16,3.715,3518.15,3677.57,3516.71,0.5,NA
NLA06608-1414,1,7.14,135.5,407.84,1.97,5.08,0.01,0.005,0.005,0.319,17,10.48,23.899,2.359,6.663,2.777,13.45,1.024,30,4.075,1173.01,1131.12,1172.23,2,NA
NLA06608-1417,1,8.06,67.61,558,0.77,2.64,0.005,0.005,0.005,0.251,7,1.989,2.126,2.021,6.673,2.094,2.635,0.676,9,8.4,637.55,660.05,637.2,4.4,NA
NLA06608-1420,1,7.9,121.2,942.74,79.1,8.8,0.029,0.211,0.23,1.154,112,13.382,3.314,3.643,10.95,3.824,3.806,3.286,28,3.601,1112.67,1128.49,1110.67,0.18,NA
NLA06608-1421,1,9.39,156.4,395.33,19.9,9.45,0.026,0.005,0.005,1.1,41,75.6,20.613,16.597,7.85,4.557,9.599,2.112,32,4.192,1239.09,1322.29,1238.25,0.36,NA
NLA06608-1425,1,7.5,50.86,357.17,2.32,9.02,0.021,0.005,0.005,0.468,22,9.712,3,1.563,3.702,2.37,2.814,0.422,46,7.985,514.46,474.36,512.95,1.41,NA
NLA06608-1426,1,6.53,63.69,70.09,1.73,7.87,0.018,0.005,0.005,0.557,35,12.368,14.251,0.61,1.005,1.057,7.55,0.932,42,0.27,490.95,485.83,489.37,1.15,NA
NLA06608-1432,1,8.09,193.9,1938.12,15,8.17,0.027,0.017,0.053,0.754,91,5.16,2.172,3.201,24.22,6.827,2.792,3.154,48,4.556,1974.3,2069.82,1972.47,0.75,NA
NLA06608-1434,1,8.55,287.2,2330.89,1.01,5.36,0.005,0.005,0.005,0.458,5,2.312,13.681,11.684,31.66,10.85,7.359,0.849,8,6.159,2814.96,2960.04,2814.47,3.75,NA
NLA06608-1435,1,8.5,991.9,2599.38,21.4,7.51,0.016,0.005,0.005,1.26,50,9.4,227.905,27.788,37.83,21.47,117.8,5.038,9,1.841,8908.3,9606.22,8907.31,1.3,NA
NLA06608-1436,1,7.94,536.2,2480.99,3.93,4.75,0.005,0.005,0.005,0.478,20,4.72,57.614,47.777,44.14,12.07,36.29,5.816,11,8.976,4923.51,5100.78,4923.08,1.14,NA
NLA06608-1439,1,8.21,294,2458.34,1.92,3.48,0.025,0.005,0.005,0.273,12,3.332,5.1,24.257,30.97,14.31,4.118,1.26,5,6.883,2935.95,3107.23,2934.29,3.35,NA
NLA06608-1445,1,8.32,447.4,4473.41,11.4,31.07,1.431,0.005,0.005,5.009,2670,16.667,5.771,2.192,35.36,16.78,30.75,7.575,67,53.944,4769.04,4681.83,4676.55,0.76,NA
NLA06608-1446,1,6.97,10.97,97.85,0.664,2.14,0.015,0.005,0.005,0.228,4,0.779,0.327,0.125,0.637,0.273,0.838,0.51,6,7.057,104.92,107.7,103.75,NA,NA
NLA06608-1447,1,8.74,436.7,1645.73,1.25,7.36,0.015,0.005,0.005,0.76,13,5.086,76.274,12.414,22.34,10.08,43.91,1.417,12,0.764,3891.29,4055.58,3890.45,2.1,NA
NLA06608-1450,1,8.51,302,2658.8,1.26,4.65,0.018,0.017,0.023,0.469,10,2.944,11.925,8.404,32.33,14.38,5.718,0.739,0,9.243,3065.3,3171.77,3064.19,2.79,NA
NLA06608-1454,1,8.81,762.1,5602.62,1.29,16.43,0.573,0.026,0.057,2.341,125,2.82,21.791,131.329,36.74,70.67,11.82,15.85,15,18.494,8599.06,8955.6,8568.15,3.9,NA
NLA06608-1455,1,7.55,48.62,395.36,2.2,6.82,0.013,0.005,0.005,0.429,37,8.8,0.239,2.167,5.818,1.618,0.859,0.386,22,1.262,471.64,447.25,470.7,2.4,NA
NLA06608-1460,1,8.43,260.4,1952.19,2.05,7.79,0.019,0.005,0.005,0.781,22,4.459,13.7,12.654,28.73,6.731,9.152,5.684,10,2.194,2532.17,2602.07,2530.98,2.14,NA
NLA06608-1461,1,8.92,348,2782.91,6.81,3.42,0.084,0.005,0.005,0.708,47,18.216,21.385,13.144,15.85,5.734,50.47,5.032,9,23.246,3591.01,3659.75,3586.78,2.4,NA
NLA06608-1462,1,8.85,913.7,6448.63,221,13.49,0.019,0.005,0.005,1.404,450,26.8,2.985,144.387,13.37,3.485,188.5,5.35,75,10.342,9291.07,9539.25,9290.07,0.06,NA
NLA06608-1465,1,7.18,70.81,170.27,1.04,1.73,0.014,0.303,0.282,0.497,5,5.973,10.353,4.795,4.198,1.713,4.115,0.42,10,2.371,541.23,582.32,540.17,3.9,NA
NLA06608-1469,1,7.59,96.29,725.79,18.7,12.85,0.117,0.005,0.035,0.576,112,65.52,5.054,0.76,7.089,2.207,5.319,3.134,150,10.082,855.09,886.69,846.87,0.55,NA
NLA06608-1473,1,7.37,26.03,203.45,0.722,2.79,0.005,0.005,0.005,0.181,8,2.007,0.686,0.864,2.144,0.407,1.956,0.515,4,11.439,239.06,240.83,238.73,4.24,NA
NLA06608-1476,1,8.08,723.4,2762.54,35.1,7.57,0.316,0.111,0.133,1.891,183,62,73.806,103.416,37.86,9.011,96.07,4.212,15,0.025,6938.54,7006.94,6917.26,0.2,NA
NLA06608-1481,1,7.31,20.34,187.77,0.351,1.55,0.005,0.005,0.005,0.135,3,0.489,0.142,0.125,1.852,0.792,0.475,0.126,6,4.067,181.66,192.62,181.47,9.89,NA
NLA06608-1482,1,8.52,101.6,292.86,4.43,9.5,0.016,0.005,0.005,1.099,80,23.52,17.234,2.397,3.691,2.958,8.024,3.438,27,0.637,865.53,828.87,864.55,0.73,NA
NLA06608-1483,1,7.3,27.26,212.2,0.873,5.96,0.011,0.005,0.005,0.274,13,4.805,0.126,0.866,2.894,0.787,0.881,0.383,30,5.741,258.12,233.83,257.29,2.78,NA
NLA06608-1484,1,7.22,33.52,213.71,2.75,1.34,0.005,0.005,0.005,0.105,11,3.795,1.522,2.2,2.018,1.22,1.902,1.196,0,5.977,314.9,302.5,314.41,1.76,NA
NLA06608-1487,1,8.44,737.5,3083.76,5.3,6.22,0.184,0.107,0.2,1.071,61,14.592,111.617,43.079,55.49,21.99,44.36,3.273,12,8.913,6603.28,7143.22,6591.73,1.93,NA
NLA06608-1488,1,8.92,982.5,1275.35,28.5,12.25,0.032,0.005,0.005,3.409,160,114.624,105.505,251.372,51.28,37.25,74.55,10.96,14,3.331,9148.78,9484.79,9147.17,0.28,NA
NLA06608-1489,1,7.35,46.67,295.65,1.9,7.11,0.005,0.005,0.005,0.721,18,17.94,3.537,0.125,3.544,1.11,2.853,1.058,25,0.326,419.95,396.25,419.34,1.31,NA
NLA06608-1492,1,8.57,242,1710.53,9.66,5.92,0.028,0.005,0.005,0.758,41,40.608,17.754,10.132,26.57,6.448,10.61,5.235,11,2.377,2453.53,2422.25,2451.84,0.61,NA
NLA06608-1496,1,7.98,447.5,2494.05,4.69,4.36,0.005,0.005,0.005,0.356,16,12.98,53.591,12.726,52.65,4.932,22.47,2.021,11,14.198,4062.78,4270.6,4062.16,1.23,NA
NLA06608-1499,1,8.4,308,1983.16,1,5.61,0.005,0.005,0.005,0.483,17,2.907,28.045,10.598,25.5,11.43,13.24,2.901,10,1.094,2863.62,2994.85,2863.11,4.05,NA
NLA06608-1504,1,8.6,198.8,1963.06,13.2,4.37,0.018,0.005,0.005,1.199,68,155.077,2.601,3.744,19.92,11.47,2.73,1.785,12,9.588,2103.33,2114.38,2102.25,0.46,NA
NLA06608-1508,1,8.22,561.8,4972.35,13,18.22,0.005,0.005,0.005,1.68,313,11.744,20.671,19.352,29.95,33.87,33.72,9.941,22,11.463,6002.6,5958.31,6002.6,0.38,NA
NLA06608-1510,1,8.79,1040,5894.38,4.83,25.67,0.054,0.005,0.005,2.44,653,28.48,13.736,230.345,48.54,36.89,107.1,34.11,91,1.229,10991.71,11077.6,10988.76,0.87,NA
NLA06608-1511,1,8.6,1546,4291.51,2.22,12.87,0.114,0.078,0.143,1.446,373,5.24,89.878,429.976,54.76,41.77,212.5,19.52,25,0.231,15918.98,15788.92,15912.19,2.45,NA
NLA06608-1515,1,8.53,171.2,1157.41,4.36,6.58,0.005,0.005,0.005,0.845,33,11.6,10.676,10.742,17.49,6.625,5.026,0.373,15,2.464,1646.56,1682.19,1646.07,1.65,NA
NLA06608-1517,1,7.29,44.69,254.3,4.53,3.47,0.057,0.005,0.02,0.339,14,6.384,2.793,2.641,2.572,1.363,2.724,0.696,16,7.838,380.87,389.54,376.79,1.46,NA
NLA06608-1521,1,9.2,352.2,2426.41,8.06,6.56,0.018,0.005,0.005,1.351,113,82.512,31.862,13.93,17.61,18.1,25.54,5.453,12,0.298,3619.27,3615.13,3618.55,0.71,NA
NLA06608-1524,1,8.28,389.5,2399.52,50.7,6.37,0.042,0.284,0.321,0.968,157,7.72,24.251,33.995,33.15,9.956,30.04,5.71,23,7.787,3928.9,3814.24,3926.15,0.26,NA
NLA06608-1527,1,8.7,396.8,3200.05,109,9.67,0.019,0.005,0.005,5.191,587,381.6,25.583,15.893,37.2,20.8,6.778,2.211,20,33.164,3920.33,4252.54,3919.25,0.09,NA
NLA06608-1529,1,8.58,964.1,5487.32,9.48,5.49,0.038,0.005,0.005,0.649,55,6.04,99.338,86.272,39.04,17.3,141.6,14.43,10,22.923,9902.29,10085.43,9900.01,1.2,NA
NLA06608-1532,1,9.16,406.1,2395.07,8.36,4.05,0.025,2.705,2.623,6.203,59,42.66,46.536,22.828,25.03,25.06,17.4,1.983,9,2.731,4119.75,4370.21,4118.71,1.06,NA
NLA06608-1537,1,8.07,80.23,659.06,0.67,3.96,0.017,0.014,0.005,0.138,8,2.184,2.467,3.803,8.675,2.31,3.231,1.019,9,15.285,790.73,807.83,789.57,2.7,NA
NLA06608-1538,1,7.88,101,592.43,1.13,3.46,0.005,0.005,0.005,0.252,1,2.616,3.887,11.512,12.43,2.602,1.631,1.263,0,0.718,938.18,941.76,937.62,3.2,NA
NLA06608-1544,1,8.6,523,4143.06,12.5,14.74,0.026,0.005,0.005,2.228,69,26.64,40.474,8.441,35.34,33.73,13.38,7.067,9,15.957,5303.34,5460.41,5301.79,0.42,NA
NLA06608-1556,1,8.56,675.6,2997.02,2.1,3.32,0.01,0.005,0.005,0.474,19,5.387,12.028,183.117,34.4,42.2,41.38,3.692,8,4.646,7084.08,7148.78,7083.47,2.32,NA
NLA06608-1558,1,6.73,25.52,97.33,1.44,4.4,0.011,0.005,0.005,0.28,8,2.976,1.286,2.59,1.614,0.425,1.694,0.464,16,2.565,202.03,187.71,201.06,NA,Y
NLA06608-1560,1,7.6,161.5,607.53,3.75,9.54,0.015,0.005,0.005,0.852,42,27.467,11.998,20.728,10.71,3.432,9.638,4.276,30,8.401,1346.51,1377.53,1345.44,0.95,NA
NLA06608-1561,1,6.73,202.2,230.67,2.61,2.89,0.005,0.029,0.034,0.263,10,3.235,42.835,6.861,6.448,2.045,22.78,1.064,0,1.878,1508.88,1584.33,1508.12,2.1,NA
NLA06608-1562,1,7.77,493.1,3277.37,1.65,2.82,0.011,0.005,0.005,0.348,16,2.944,2.777,83.276,40.42,26.83,19.87,1.454,6,4.326,5127.01,5089.52,5126.23,2.32,NA
NLA06608-1564,1,8.32,385.5,2674.7,79.8,6.04,0.296,0.432,0.52,1.159,161,12.8,13.054,43.721,33.18,14.56,14.85,7.797,32,10.91,3718.29,3990.3,3699.16,0.15,NA
NLA06608-1568,1,8.1,981.5,5008.97,42.6,6.34,0.075,0.016,0.098,0.76,115,11.491,122.694,69.799,81.52,19.87,84.8,5.621,20,31.12,9540.32,9929.9,9535.27,0.31,NA
NLA06608-1569,1,8.09,252.2,870.57,4.32,5.66,0.005,0.005,0.005,0.978,22,19.467,22.07,36.488,16.66,9.295,10.61,9.161,12,2.401,2292.43,2252.76,2292.02,0.65,NA
NLA06608-1572,1,7.92,554.9,795.09,7.6,3.83,0.005,0.005,0.005,0.42,26,4.453,4.553,234.996,53.84,36.3,6.747,2.085,5,3.363,6020.76,5816.14,6020.48,1.83,NA
NLA06608-1575,1,8.99,1429,4816.64,16.6,16.71,0.033,0.005,0.005,2.503,215,88.2,17.928,591.302,60.61,116.4,79,27.53,20,17.434,16744.78,17633.23,16743.2,0.68,NA
NLA06608-1576,1,8.13,343.4,1623.3,18.6,5.34,0.143,0.062,0.043,1.344,255,68.4,3.632,71.775,39.08,9.142,6.896,6.337,13,11.118,3173.98,3223.18,3164.41,0.38,NA
NLA06608-1577,1,8.55,249.2,2077.06,2.09,7.4,0.015,0.005,0.005,0.484,16,4.32,12.608,4.95,21.2,11.02,9.858,2.039,8,4.693,2446.56,2535.74,2445.64,3.85,NA
NLA06608-1578,1,8.08,568.2,2264.99,2.79,12.53,0.02,0.005,0.005,1.062,110,23.36,0.864,157.101,20.33,19.02,67.76,3.298,32,0.348,5612.69,5560.21,5611.33,1.13,NA
NLA06608-1579,1,8.42,522.3,3478.76,1.4,5.94,0.011,0.005,0.005,0.501,7,2.26,51.134,26.086,46.79,20.79,25.69,2.104,3,5.926,5217.55,5464.16,5216.86,3.49,NA
NLA06608-1586,1,6.78,74.11,59.62,0.981,4.76,0.028,0.005,0.016,0.369,7,2.96,15.383,3.529,2.236,0.507,8.648,0.733,19,0.43,550.37,568.29,548.21,NA,Y
NLA06608-1593,1,8.95,438.9,2702.13,2.29,10.17,0.013,0.005,0.005,0.746,126,6.336,47.208,17.808,31.46,16.13,31.85,3.346,15,1.571,4368.78,4404.44,4368.14,2.75,NA
NLA06608-1595,1,8.5,1369,2845.44,3.9,5.65,0.026,0.005,0.005,0.392,18,5.003,16.576,553.934,79.72,72.78,112,3.038,4,1.814,14917.99,14845.89,14916.38,1.55,NA
NLA06608-1596,1,9.82,2054,17882.51,169,114.16,0.106,0.005,0.005,26.1,1491,684,47.736,38.477,4.721,0.376,274.9,215.6,58,91.907,17740.08,20030.04,17738.33,0.15,NA
NLA06608-1600,1,8.58,998,5013.06,2.93,9.86,0.066,0.005,0.005,1.011,63,13.008,9.628,281.152,59.08,52.57,69.07,13.19,7,9.896,10619.67,11138.21,10615.71,1.95,NA
NLA06608-1602,1,8.5,1263,2696.53,2.24,3.84,0.027,0.005,0.005,0.474,18,4.245,272.19,44.825,47.33,13.76,180.9,5.212,14,13.289,11497.74,11307.18,11496.07,2.13,NA
NLA06608-1608,1,7.05,75.78,380.93,4,13.45,0.013,0.005,0.005,0.498,64,31.52,7.434,1.708,5.737,1.656,4.832,2.044,63,7.361,686.02,626.26,685,0.83,NA
NLA06608-1610,1,6.53,9.9,56.24,0.517,0.65,0.005,0.005,0.005,0.048,3,0.502,0.05,0.568,0.87,0.195,0.193,0.125,5,0.833,71.7,70.65,71.05,NA,NA
NLA06608-1617,1,7.92,106.2,919.15,1.61,2.98,0.005,0.005,0.005,0.239,45,7.248,2.114,3.441,10.74,3.943,3.444,0.4,5,16.421,1020.71,1050.43,1020.42,3.27,NA
NLA06608-1623,1,6.85,67.78,415.23,6.72,13.64,0.021,0.005,0.005,1.231,134,24.16,3.122,2.615,6.153,1.467,1.984,3.72,52,1.174,610.83,557.87,609.2,0.25,NA
NLA06608-1626,1,8.41,390.6,2951.39,1.62,2.37,0.022,0.212,0.286,0.623,30,14.784,22.91,20.363,46.42,13.48,10.61,1.103,13,5.77,3916.72,4041.97,3915.32,1.95,NA
NLA06608-1630,1,8.36,729.6,1783.94,9.33,8.13,0.025,0.005,0.005,0.806,57,21.44,45.021,194.535,62.23,11.65,57.93,11.21,4,5.405,6872.07,7104.03,6870.46,0.41,NA
NLA06608-1631,1,8.46,185.8,1722.3,7.98,9.37,0.067,0.005,0.005,1.209,130,27.576,2.948,3.452,22.6,5.61,4.854,2.417,19,4.279,1866.51,1877.33,1862.33,1.82,NA
NLA06608-1633,1,8.31,630.6,4396.09,1.19,3.23,0.021,0.005,0.005,0.366,19,1.52,12.075,97.02,65.46,25.44,19.54,3.562,4,16.892,6302.27,6756.64,6300.91,3.6,NA
NLA06608-1637,1,7.48,62.85,317.46,4.34,4.46,0.005,0.005,0.005,0.44,32,19.872,4.694,4.134,6.719,0.759,3.352,0.71,10,0.718,562.01,535.96,561.7,1.45,NA
NLA06608-1638,1,6.46,4.84,29.31,0.339,0.7,0.01,0.005,0.005,0.05,6,0.23,0.286,0.125,0.265,0.144,0.233,0.092,12,0.61,38.62,41.72,37.56,15.13,NA
NLA06608-1640,1,8.21,182.9,1499.61,9.96,5.01,0.016,0.125,0.16,0.777,90,23.2,3.725,11.533,24.85,4.375,3.114,3.442,23,8.303,1824.57,1856.22,1823.51,0.78,NA
NLA06608-1641,1,8.14,179.3,1793.11,67.6,6.51,0.03,0.1,0.13,0.845,185,5.66,1.704,4.597,17.99,7.983,3.985,3.936,12,10.424,1830.62,1946.17,1828.61,0.19,NA
NLA06608-1643,1,8.45,246.6,2262.29,1.25,5.5,0.014,0.005,0.005,0.488,5,3.168,2.933,11.216,28.95,12.34,1.494,0.646,10,1.919,2542.43,2578.54,2541.55,3.5,NA
NLA06608-1652,1,8.22,256.7,1640.9,7.13,2.45,0.035,0.253,0.266,0.848,99,57.2,7.927,29.776,32.4,6.413,7.845,2.127,4,1.874,2542.43,2503.42,2540.11,0.78,NA
NLA06608-1654,1,7.78,76.29,561.64,1.65,6.46,0.022,0.063,0.078,0.354,6,4.48,2.685,5.162,10.74,1.997,1.701,0.482,25,5.587,788.11,750.43,786.57,2.25,NA
NLA06608-1655,1,9.19,4557,13414.68,69.5,43.59,0.062,0.005,0.005,12.241,896,542.4,791.301,419.177,12.97,55.47,761.4,50.98,47,18.758,39637.19,44461.38,39634.69,0.12,NA
NLA06608-1668,1,9.04,149.2,908.02,2.32,2.28,0.013,0.005,0.005,0.269,18,18.72,8.178,12.272,12.77,2.95,8.552,1.824,5,3.529,1299.22,1394.19,1298.62,1.3,NA
NLA06608-1672,1,8.28,346.3,2803.26,56.5,6.64,0.022,0.034,0.005,0.51,15,100.512,13.438,31.498,46.03,3.653,14.65,5.797,15,5.076,3384.44,3839.09,3383,0.15,NA
NLA06608-1674,1,8.66,950.9,4654.24,1.33,10.07,0.019,0.005,0.005,1.043,35,2.32,136.152,5.579,3.7,0.945,192.9,14.76,10,35.028,9031.7,8610.7,9030.59,3.05,NA
NLA06608-1675,1,8.22,1410,1986.38,1.35,6.26,0.016,0.005,0.005,0.521,16,3.008,13.285,678.189,115.1,71.85,85.09,5.989,6,6.545,15511.33,16481,15510.27,4.05,NA
NLA06608-1679,1,8.44,316.4,2637.61,1.33,10.03,0.024,0.005,0.005,0.366,8,3.12,18.014,11.279,33.46,16.78,6.742,0.883,17,8.004,3367.8,3380.55,3366.29,2.25,NA
NLA06608-1684,1,8.45,334.8,2890.52,4.27,3.61,0.018,0.005,0.005,0.338,17,22.629,11.607,14.219,40.38,12.91,4.702,2.55,7,1.799,3348.18,3513.95,3347.05,1.13,NA
NLA06608-1684,2,8.23,311.5,2645.71,4.31,4.09,0.065,0.005,0.005,0.612,53,25.16,12.211,10.636,39.2,13.03,4.118,2.381,9,1.652,3272.6,3212.51,3268.31,1.22,NA
NLA06608-1687,1,8.66,639.5,4852.6,10.8,7.23,0.05,0.13,0.325,0.918,441,7.52,12.085,90.926,58.12,36.29,14.1,8.673,12,17.24,6724.47,7109.75,6721.56,0.75,NA
NLA06608-1690,1,8.45,280.2,2318.4,1.13,4.12,0.011,0.005,0.005,0.317,7,4.632,10.444,8.258,34.1,8.817,5.573,0.892,5,5.902,2693.04,2784.92,2692.35,3.95,NA
NLA06608-1695,1,6.9,16.1,108.27,3.13,1.18,0.022,0.005,0.015,0.216,19,2.288,0.111,0.845,1.471,0.317,0.658,0.155,7,2.509,133.76,130.19,132.07,3.7,NA
NLA06608-1703,1,8.66,1747,4934.97,24.8,10.88,0.147,0.022,0.102,1.949,304,32.04,71.358,580.557,79.04,73.22,190.5,31.48,15,14.728,19069.21,19042.17,19060.67,0.28,NA
NLA06608-1704,1,7.88,101.3,750.55,5.12,5.98,0.014,0.005,0.005,0.749,42,32.544,0.913,3.868,10.29,2.991,2.729,2.381,13,9.848,940.17,856.85,939.2,1,NA
NLA06608-1706,1,8.47,640.8,2861.39,0.72,5.65,0.019,0.005,0.005,0.563,6,2.315,89.681,32.585,35.38,25.2,47.62,1.614,12,7.694,5952.94,6069.36,5951.76,NA,Y
NLA06608-1707,1,8.5,379.5,3440.31,4.36,4.6,0.023,0.302,0.432,0.723,8,3.288,11.999,16.217,39.22,19.5,6.142,1.316,2,7.557,3863.94,4147.24,3862.52,1.5,NA
NLA06608-1711,1,7.09,41.53,226.79,2.53,1.93,0.005,0.005,0.005,0.19,12,4.32,3.781,2.078,3.046,0.864,2.562,1.198,5,6.373,365.68,376.78,365.17,2.2,NA
NLA06608-1715,1,7.81,741.6,1626.31,4.23,4.87,0.014,0.057,0.062,0.582,27,8.8,122.824,86.272,82.83,10.42,35.67,4.465,19,16.442,6657.4,6891.31,6656.42,1.43,NA
