UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SWIMMABILITY,TROPHIC_STATE
2010860,4/26/2021,NLA17_AL-HP001,6-Sep-17,1,NLA,AL,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,RARE,RARE,EXTENSIVE,SPARSE,RARE,SPARSE,RARE,,,L,L,,L,L,EXCELLENT,L,,,L,L,,L,,,GOOD,MESOTROPHIC
2010861,4/26/2021,NLA17_CO-HP003,6-Sep-17,1,NLA,CO,ASSESS,,,,,,,,,5,EXCELLENT,N,,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,,BANNED,NATURAL,5,,RARE,,MODERATE,MODERATE,,MODERATE,RARE,,,,,,L,,EXCELLENT,,,,,,,,,,GOOD,MESOTROPHIC
2010862,4/26/2021,NLA17_ND-10110,6-Sep-17,1,NLA,ND,ASSESS,,H,,,,,,,3,FAIR,N,DRAINAGE,,,,,,,,,Y,0.5,SPARSE,SPARSE,SPARSE,L,,L,L,,,,LOW,NONE,NATURAL,2,MODERATE,SPARSE,,,MODERATE,SPARSE,RARE,RARE,L,,,,,,L,GOOD,,,,L,,M,L,,,GOOD,HYPEREUTROPHIC
2010863,4/26/2021,NLA17_AR-10003,6-Sep-17,2,NLA,AR,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,,,,,,LOW,,ARTIFICIAL,3,,RARE,,EXTENSIVE,RARE,RARE,MODERATE,SPARSE,L,,L,L,,L,L,FAIR,,,,,,,L,,,FAIR,EUTROPHIC
2010864,4/26/2021,NLA17_MS-10005,6-Sep-17,1,NLA,MS,ASSESS,,,,,,,,,5,GOOD,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,,,,,,,,,LOW,,ARTIFICIAL,4,,RARE,EXTENSIVE,SPARSE,EXTENSIVE,,MODERATE,,,,,,,,,EXCELLENT,H,,,H,L,H,H,,,GOOD,MESOTROPHIC
2010865,4/26/2021,NLA17_GA-10003,6-Sep-17,1,NLA,GA,ASSESS,,,,L,L,L,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,,M,,,,,,,LOW,,ARTIFICIAL,4,SPARSE,,SPARSE,MODERATE,MODERATE,MODERATE,SPARSE,,,,,,,,,GOOD,L,,,M,M,M,M,,Y,FAIR,EUTROPHIC
2010866,4/26/2021,NLA17_OR-10123,6-Sep-17,1,NLA,OR,ASSESS,,,,,,,,,3,GOOD,,SEEPAGE,,,,,,,,,,,ABSENT,RARE,RARE,,,,,,,,LOW,,NONE,2,RARE,MODERATE,RARE,MODERATE,RARE,RARE,MODERATE,RARE,,,H,,,M,L,GOOD,,,,,L,L,M,,,GOOD,MESOTROPHIC
2010867,4/26/2021,NLA17_TX-10096,6-Sep-17,1,NLA,TX,ASSESS,,,,,,,,,4,FAIR,,RESERVOIR,,,,,,,L,,Y,1.5,SPARSE,RARE,RARE,L,,M,,,,,LOW,,ARTIFICIAL,4,RARE,EXTENSIVE,RARE,RARE,MODERATE,MODERATE,SPARSE,SPARSE,L,,H,H,,H,,GOOD,,,,L,,,L,,Y,FAIR,MESOTROPHIC
2010868,4/26/2021,NLA17_UT-10001,6-Sep-17,2,NLA,UT,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,1.5,HIGH,RARE,EXTENSIVE,M,,L,,,,,LOW,,ARTIFICIAL,4,,MODERATE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,MODERATE,,L,L,L,L,L,L,EXCELLENT,,L,,,,L,L,,Y,FAIR,MESOTROPHIC
2010869,4/26/2021,NLA17_OR-10180,5-Sep-17,1,NLA,OR,ASSESS,,L,,,,,,,1,EXCELLENT,,SEEPAGE,,,,,,L,,,,,HIGH,MODERATE,EXTENSIVE,,,,,,,,LOW,,,2,RARE,RARE,RARE,RARE,RARE,RARE,EXTENSIVE,MODERATE,M,,M,,,,M,POOR,,,,M,L,L,M,,Y,UNSWIMMABLE,EUTROPHIC
2010870,4/26/2021,NLA17_OK-10001,6-Sep-17,2,NLA,OK,ASSESS,,,,L,,L,,H,4,GOOD,,RESERVOIR,,,,,,,,H,N,,HIGH,SPARSE,MODERATE,,,,M,,,,HIGH,,ARTIFICIAL,4,RARE,RARE,MODERATE,RARE,MODERATE,MODERATE,MODERATE,RARE,M,,L,,,,L,EXCELLENT,,,,L,,,L,,Y,GOOD,EUTROPHIC
2010871,4/26/2021,NLA17_WY-10004,7-Sep-17,2,NLA,WY,ASSESS,,,,M,,H,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,MODERATE,,,,L,,,,,BANNED,ARTIFICIAL,4,,RARE,,RARE,EXTENSIVE,SPARSE,SPARSE,RARE,,,,,,,,FAIR,,,,,,,,,Y,UNSWIMMABLE,MESOTROPHIC
2010872,4/26/2021,NLA17_MT-10102,6-Sep-17,1,NLA,MT,ASSESS,,,,L,,H,,,1,GOOD,Y,RESERVOIR,,,,,,,,,N,,HIGH,EXTENSIVE,MODERATE,,,,,,,,,BANNED,ARTIFICIAL,3,,,,,EXTENSIVE,,,RARE,,,,,,,,POOR,,,,,L,,,,Y,UNSWIMMABLE,EUTROPHIC
2010873,4/26/2021,NLA17_MS-10021,7-Sep-17,1,NLA,MS,ASSESS,,,,,,,,,2,FAIR,Y,SEEPAGE,,,,,L,,,,,,SPARSE,RARE,,L,,,,,,,LOW,,NONE,2,,SPARSE,RARE,MODERATE,MODERATE,,MODERATE,SPARSE,,,,,,,,FAIR,,,,L,,L,L,,,FAIR,MESOTROPHIC
2010874,4/26/2021,NLA17_IN-10013,5-Sep-17,1,NLA,IN,ASSESS,,H,,H,,H,,,2,FAIR,,RESERVOIR,L,,,M,,,,,N,,HIGH,MODERATE,SPARSE,,,,,,,,,BANNED,NONE,2,,MODERATE,RARE,SPARSE,,,MODERATE,RARE,H,,,,,,H,POOR,,L,,L,,L,M,,Y,UNSWIMMABLE,EUTROPHIC
2010875,4/26/2021,NLA17_TX-10025,7-Sep-17,1,NLA,TX,ASSESS,,,,H,,H,,,2,FAIR,Y,RESERVOIR,,,,,,,,,Y,1,,SPARSE,MODERATE,L,,L,,,,,,,NONE,1,RARE,SPARSE,RARE,RARE,MODERATE,RARE,RARE,MODERATE,,,,,,,,POOR,,,,,,L,L,,Y,UNSWIMMABLE,EUTROPHIC
2010876,4/26/2021,NLA17_UT-10082,7-Sep-17,1,NLA,UT,ASSESS,,,,L,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,SPARSE,M,,L,,,,,LOW,,NONE,4,,SPARSE,SPARSE,EXTENSIVE,MODERATE,MODERATE,MODERATE,MODERATE,,L,M,L,L,L,L,EXCELLENT,,,,,,L,L,,Y,FAIR,OLIGOTROPHIC
2010877,4/26/2021,NLA17_OK-10045,7-Sep-17,1,NLA,OK,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,Y,1,SPARSE,SPARSE,RARE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,RARE,MODERATE,,EXTENSIVE,SPARSE,RARE,MODERATE,RARE,,,,,,,L,GOOD,,,,,,,L,,,UNSWIMMABLE,EUTROPHIC
2010878,4/26/2021,NLA17_WI-10017,7-Sep-17,1,NLA,WI,ASSESS,,,,,,,,,4,GOOD,,SEEPAGE,,,,M,,,,,Y,0.5,SPARSE,SPARSE,SPARSE,,,,,,,,,,NONE,5,,RARE,,EXTENSIVE,MODERATE,,RARE,,,,,,,,,GOOD,,,,,,,,,Y,FAIR,MESOTROPHIC
2010879,4/26/2021,NLA17_SD-10093,8-Sep-17,1,NLA,SD,ASSESS,,,,,,L,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,,,NONE,3,,RARE,,RARE,MODERATE,RARE,,EXTENSIVE,,,,,,,L,GOOD,,,L,L,,L,L,,Y,FAIR,EUTROPHIC
2010880,4/26/2021,NLA17_PA-10002,8-Sep-17,1,NLA,PA,ASSESS,,,,,,,,,5,EXCELLENT,N,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,BANNED,NATURAL,4,RARE,RARE,SPARSE,EXTENSIVE,RARE,RARE,RARE,RARE,L,,M,,,,L,EXCELLENT,L,,,L,L,,L,,,GOOD,MESOTROPHIC
2010881,4/26/2021,NLA17_IA-10041,8-Sep-17,1,NLA,IA,ASSESS,,H,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,SPARSE,M,,M,,,,,,RESTRICTED,ARTIFICIAL,2,SPARSE,RARE,RARE,SPARSE,MODERATE,RARE,SPARSE,RARE,L,,,L,,L,L,GOOD,,,,L,L,,M,,Y,UNSWIMMABLE,EUTROPHIC
2010882,4/26/2021,NLA17_NY-10002,8-Sep-17,1,NLA,NY,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,L,,,,,,,,N,,SPARSE,RARE,RARE,M,,L,,,,,HIGH,,NONE,4,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,SPARSE,SPARSE,,L,,L,,L,,EXCELLENT,L,,,L,,L,L,,Y,GOOD,MESOTROPHIC
2010883,4/26/2021,NLA17_NY-10004,7-Sep-17,1,NLA,NY,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,BANNED,NATURAL,5,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,MODERATE,SPARSE,L,,,L,,L,,GOOD,,,,,,,,,Y,GOOD,MESOTROPHIC
2010884,4/26/2021,NLA17_SD-10057,6-Sep-17,1,NLA,SD,ASSESS,,,,H,,H,,M,3,GOOD,,,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,LOW,,ARTIFICIAL,3,MODERATE,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,RARE,,,,,,,,GOOD,,,,,,,,,,FAIR,
2010885,4/26/2021,NLA17_MN-10037,11-Sep-17,1,NLA,MN,ASSESS,,H,L,L,,L,,,1,GOOD,Y,SEEPAGE,,,,,,,,,,,MODERATE,RARE,SPARSE,L,,,,,,,LOW,,,1,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,M,,,,,,L,POOR,,,,L,,L,H,,Y,FAIR,HYPEREUTROPHIC
2010886,4/26/2021,NLA17_DE-10004,11-Sep-17,2,NLA,DE,ASSESS,,H,,,,,H,,5,EXCELLENT,Y,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,M,,,,,,,,RESTRICTED,ARTIFICIAL,4,,,RARE,EXTENSIVE,,RARE,MODERATE,SPARSE,L,,,,,,,EXCELLENT,,,,,,L,L,,Y,UNSWIMMABLE,EUTROPHIC
2010887,4/26/2021,NLA17_IA-10005,11-Sep-17,2,NLA,IA,ASSESS,,H,,L,,L,,,3,,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,M,,M,,,,,LOW,,NATURAL,2,RARE,MODERATE,MODERATE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,,,,,,,L,GOOD,L,L,,M,M,H,M,,Y,FAIR,EUTROPHIC
2010888,4/26/2021,NLA17_MT-HP001,11-Sep-17,1,NLA,MT,ASSESS,,,,H,,,,,3,FAIR,,,,H,,,,M,,,Y,0.4,SPARSE,RARE,RARE,,,,,,,,,,NATURAL,3,,SPARSE,,MODERATE,MODERATE,,SPARSE,RARE,L,,,L,,L,,FAIR,,,,,,,L,,Y,FAIR,HYPEREUTROPHIC
2010889,4/26/2021,NLA17_NY-10025,10-Sep-17,1,NLA,NY,ASSESS,,,,,,,,H,4,GOOD,,RESERVOIR,L,,,,,,,,N,,ABSENT,RARE,RARE,M,M,M,L,,,,HIGH,,ARTIFICIAL,2,RARE,SPARSE,EXTENSIVE,SPARSE,MODERATE,MODERATE,RARE,RARE,,M,,,,,,EXCELLENT,,L,,M,L,H,M,,Y,GOOD,OLIGOTROPHIC
2010890,4/26/2021,NLA17_NY-10001,10-Sep-17,2,NLA,NY,ASSESS,,L,,,L,,,M,3,GOOD,,DRAINAGE,M,,,,,,,,N,,SPARSE,RARE,RARE,M,M,L,,,L,,HIGH,,NONE,1,RARE,MODERATE,EXTENSIVE,SPARSE,EXTENSIVE,MODERATE,RARE,RARE,,L,L,,,L,L,EXCELLENT,,L,,H,L,H,H,,Y,GOOD,MESOTROPHIC
2010891,4/26/2021,NLA17_IN-10123,11-Sep-17,1,NLA,IN,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,,,,,,BANNED,ARTIFICIAL,3,,SPARSE,,EXTENSIVE,RARE,,SPARSE,SPARSE,,,H,L,,H,L,GOOD,L,,,L,,,L,,Y,FAIR,EUTROPHIC
2010892,4/26/2021,NLA17_MN-10012,11-Sep-17,1,NLA,MN,ASSESS,,,,,,,,,3,EXCELLENT,,DRAINAGE,,,,,,,,,,,MODERATE,MODERATE,MODERATE,,,,,,,,LOW,,NATURAL,4,,RARE,,MODERATE,MODERATE,,SPARSE,MODERATE,L,,,,,L,,POOR,,,,,,,,,Y,FAIR,EUTROPHIC
2010893,4/26/2021,NLA17_MN-10034,12-Sep-17,1,NLA,MN,ASSESS,,M,,,,,,,2,FAIR,Y,SEEPAGE,,,,,,M,,,N,,MODERATE,MODERATE,MODERATE,,,,,,,,LOW,,NONE,3,RARE,SPARSE,RARE,MODERATE,MODERATE,RARE,MODERATE,SPARSE,L,,,,,,,POOR,,,,L,,L,L,,Y,UNSWIMMABLE,MESOTROPHIC
2010894,4/26/2021,NLA17_TX-10092,12-Sep-17,1,NLA,TX,ASSESS,,,,M,,M,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,HIGH,RARE,EXTENSIVE,,,L,,,,,,,ARTIFICIAL,3,RARE,SPARSE,RARE,MODERATE,SPARSE,RARE,RARE,RARE,,,,,,,M,FAIR,,,,,,L,L,,Y,UNSWIMMABLE,EUTROPHIC
2010895,4/26/2021,NLA17_KY-10001,12-Sep-17,2,NLA,KY,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,5,,SPARSE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,RARE,,,M,L,,L,M,GOOD,,,,L,,L,L,,Y,GOOD,MESOTROPHIC
2010896,4/26/2021,NLA17_LA-10108,12-Sep-17,1,NLA,LA,ASSESS,,,,,,,,L,4,EXCELLENT,,SEEPAGE,,,,,,,,,Y,,SPARSE,RARE,RARE,,,,,,,,LOW,BANNED,NONE,4,RARE,SPARSE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,RARE,L,,,,,,,GOOD,,,,H,L,M,,,Y,FAIR,OLIGOTROPHIC
2010897,4/26/2021,NLA17_PA-10001,12-Sep-17,2,NLA,PA,ASSESS,,,,,,M,,,5,GOOD,N,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,H,,,,,,,HIGH,NONE,ARTIFICIAL,3,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,RARE,RARE,,L,M,M,L,M,M,EXCELLENT,L,L,L,L,,L,L,,,GOOD,OLIGOTROPHIC
2010898,4/26/2021,NLA17_AZ-10007,12-Sep-17,1,NLA,AZ,ASSESS,,,,L,,,,L,3,FAIR,,RESERVOIR,,L,,,,L,,,Y,3,SPARSE,SPARSE,RARE,L,,L,L,,,,LOW,RESTRICTED,ARTIFICIAL,3,,MODERATE,,SPARSE,MODERATE,RARE,RARE,,M,,M,L,,L,L,GOOD,,,,,,,L,,Y,UNSWIMMABLE,HYPEREUTROPHIC
2010899,4/26/2021,NLA17_OR-10076,12-Sep-17,1,NLA,OR,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,,RARE,L,,,,,,,,,NONE,5,,MODERATE,,,MODERATE,,SPARSE,RARE,,,,L,,,L,EXCELLENT,,,,,,,,,Y,GOOD,MESOTROPHIC
2010900,4/26/2021,NLA17_TX-10007,12-Sep-17,1,NLA,TX,ASSESS,,,,,,,M,L,4,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,L,L,,,,,,LOW,,ARTIFICIAL,4,RARE,MODERATE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,SPARSE,,M,M,M,,,L,EXCELLENT,L,,,L,,L,L,,Y,GOOD,MESOTROPHIC
2010901,4/26/2021,NLA17_CA-10069,12-Sep-17,1,NLA,CA,ASSESS,,,,,,,,,4,EXCELLENT,,RESERVOIR,,,,,,,,,,,HIGH,SPARSE,EXTENSIVE,L,,,,,,,,RESTRICTED,NONE,4,RARE,SPARSE,MODERATE,MODERATE,EXTENSIVE,RARE,MODERATE,RARE,,,,L,,H,M,FAIR,,,,,,L,M,,,FAIR,EUTROPHIC
2010902,4/26/2021,NLA17_WV-10001,12-Sep-17,2,NLA,WV,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,L,,,,,LOW,RESTRICTED,ARTIFICIAL,4,RARE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,SPARSE,RARE,,,L,,M,M,,GOOD,,,,M,L,M,M,,Y,GOOD,MESOTROPHIC
2010903,4/26/2021,NLA17_PA-10034,13-Sep-17,1,NLA,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010904,4/26/2021,NLA17_MS-10007,13-Sep-17,2,NLA,MS,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,MODERATE,,,,,,L,L,LOW,BANNED,ARTIFICIAL,3,,RARE,MODERATE,SPARSE,MODERATE,MODERATE,MODERATE,RARE,,,,,,,,GOOD,,,,M,,M,L,,,FAIR,EUTROPHIC
2010905,4/26/2021,NLA17_CA-10068,13-Sep-17,1,NLA,CA,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,,,ABSENT,RARE,RARE,,,,,,,,,,ARTIFICIAL,5,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,RARE,,,,L,,M,,FAIR,,,,,,,L,,,GOOD,OLIGOTROPHIC
2010906,4/26/2021,NLA17_MT-HP002,13-Sep-17,1,NLA,MT,ASSESS,,,,,,,,,5,EXCELLENT,,SEEPAGE,,,,,,,,,Y,0.2,SPARSE,SPARSE,RARE,L,,L,,,,,LOW,,NATURAL,5,,SPARSE,RARE,EXTENSIVE,RARE,RARE,RARE,RARE,,,,L,,L,L,EXCELLENT,,,,L,,L,L,,Y,GOOD,OLIGOTROPHIC
2010907,4/26/2021,NLA17_IA-10001,12-Sep-17,2,NLA,IA,ASSESS,,H,L,L,,L,,,3,FAIR,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,M,,,,,LOW,,ARTIFICIAL,2,SPARSE,SPARSE,MODERATE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,L,,,L,,,L,FAIR,L,L,,M,L,M,M,,Y,FAIR,HYPEREUTROPHIC
2010908,4/26/2021,NLA17_MO-10009,12-Sep-17,1,NLA,MO,ASSESS,,,,,,,,,4,EXCELLENT,Y,RESERVOIR,,L,,,,,,,,,MODERATE,RARE,MODERATE,,,,,,,,,,ARTIFICIAL,4,,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,L,,,,,,L,GOOD,,L,,L,L,L,L,,Y,GOOD,MESOTROPHIC
2010909,4/26/2021,NLA17_TX-10010,13-Sep-17,1,NLA,TX,ASSESS,,,,,,,,L,4,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,M,L,,L,,,,LOW,,ARTIFICIAL,3,RARE,RARE,MODERATE,MODERATE,EXTENSIVE,EXTENSIVE,MODERATE,SPARSE,,,M,,,,L,EXCELLENT,,,,M,L,M,L,,Y,GOOD,MESOTROPHIC
2010910,4/26/2021,NLA17_MN-10842,13-Sep-17,1,NLA,MN,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,L,,,,,,,LOW,RESTRICTED,NONE,5,,RARE,,EXTENSIVE,,RARE,RARE,SPARSE,,,,L,,L,,EXCELLENT,L,,,,,,L,,Y,GOOD,MESOTROPHIC
2010911,4/26/2021,NLA17_OK-10019,11-Sep-17,1,NLA,OK,ASSESS,,,,M,,M,,,1,FAIR,,RESERVOIR,,,,,,,,,Y,1.5,ABSENT,RARE,RARE,,,,M,,,,LOW,RESTRICTED,ARTIFICIAL,1,SPARSE,SPARSE,RARE,RARE,MODERATE,SPARSE,MODERATE,RARE,M,,,,,,,POOR,,,,,,,,,Y,FAIR,OLIGOTROPHIC
2010912,4/26/2021,NLA17_OK-10098,11-Sep-17,1,NLA,OK,ASSESS,,,,M,,H,,,2,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,,,,L,,,,LOW,RESTRICTED,ARTIFICIAL,2,MODERATE,SPARSE,RARE,RARE,MODERATE,SPARSE,SPARSE,RARE,M,,,,,,,GOOD,,,,,,,,,Y,FAIR,HYPEREUTROPHIC
2010913,4/26/2021,NLA17_TX-10088,13-Sep-17,1,NLA,TX,ASSESS,,L,,L,,M,,,2,FAIR,,RESERVOIR,,,,,,,,,Y,0.5,SPARSE,RARE,RARE,L,,,M,,,,LOW,,ARTIFICIAL,1,RARE,EXTENSIVE,RARE,SPARSE,MODERATE,RARE,SPARSE,RARE,H,,,,,,,POOR,,,,,L,L,L,,Y,UNSWIMMABLE,EUTROPHIC
2010914,4/26/2021,NLA17_OH-10003,13-Sep-17,2,NLA,OH,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,3,,SPARSE,,MODERATE,SPARSE,RARE,MODERATE,RARE,,,L,,,L,L,GOOD,,,,L,,,L,,Y,FAIR,MESOTROPHIC
2010915,4/26/2021,NLA17_OH-10013,14-Sep-17,1,NLA,OH,ASSESS,,,,,,,,,2,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,2,,RARE,MODERATE,MODERATE,SPARSE,RARE,MODERATE,MODERATE,,,L,,,L,L,FAIR,,,,L,,M,L,,Y,FAIR,EUTROPHIC
2010916,4/26/2021,NLA17_CT-10001,14-Sep-17,2,NLA,CT,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,M,,,,,HIGH,MODERATE,EXTENSIVE,,,,,,,,,BANNED,ARTIFICIAL,3,,,MODERATE,MODERATE,MODERATE,SPARSE,EXTENSIVE,SPARSE,,,,,,,,POOR,,,,M,,M,L,,Y,UNSWIMMABLE,EUTROPHIC
2010917,4/26/2021,NLA17_PA-10042,14-Sep-17,1,NLA,PA,ASSESS,,,,,,L,,,4,GOOD,N,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,,L,,,,LOW,BANNED,ARTIFICIAL,4,RARE,RARE,RARE,EXTENSIVE,RARE,SPARSE,RARE,RARE,,,L,,,L,L,EXCELLENT,,L,,M,L,M,L,L,,FAIR,OLIGOTROPHIC
2010918,4/26/2021,NLA17_AR-10004,14-Sep-17,1,NLA,AR,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,,,MODERATE,SPARSE,,L,,,,,,,,,NONE,4,,,SPARSE,MODERATE,MODERATE,,MODERATE,,L,,,,,,,GOOD,,,,M,,L,L,,,UNSWIMMABLE,EUTROPHIC
2010919,4/26/2021,NLA17_ND-10127,14-Sep-17,1,NLA,ND,ASSESS,,H,,,,,,M,4,GOOD,N,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,L,,,,LOW,NONE,NONE,2,MODERATE,SPARSE,,,SPARSE,RARE,RARE,SPARSE,L,,,,,,L,FAIR,,,,L,,L,M,,,UNSWIMMABLE,EUTROPHIC
2010920,4/26/2021,NLA17_MO-10038,13-Sep-17,1,NLA,MO,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,L,,,,,,,N,,MODERATE,RARE,MODERATE,,,,,,,,,,ARTIFICIAL,4,,RARE,SPARSE,MODERATE,MODERATE,RARE,SPARSE,,,,,,,,L,EXCELLENT,L,,,M,L,L,L,,Y,GOOD,OLIGOTROPHIC
2010921,4/26/2021,NLA17_UT-10100,13-Sep-17,1,NLA,UT,ASSESS,,,,M,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,MODERATE,L,,,,,,,,,NONE,5,,,,EXTENSIVE,,,SPARSE,MODERATE,,,,L,,,L,EXCELLENT,,,,,,,L,,Y,FAIR,OLIGOTROPHIC
2010922,4/26/2021,NLA17_MI-10141,14-Sep-17,1,NLA,MI,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,,,SPARSE,RARE,RARE,L,,,,,,,,BANNED,,5,,,RARE,EXTENSIVE,,RARE,SPARSE,,,,,,,M,,EXCELLENT,,,,L,,L,L,,Y,FAIR,OLIGOTROPHIC
2010923,4/26/2021,NLA17_OR-10001,14-Sep-17,1,NLA,OR,ASSESS,,,,M,,M,,,2,FAIR,,SEEPAGE,,,,,,,,,Y,0.2,MODERATE,MODERATE,SPARSE,L,,L,,,,,,,NONE,2,,EXTENSIVE,,,MODERATE,,SPARSE,,L,,,L,,,L,FAIR,,,,,,,L,,Y,UNSWIMMABLE,HYPEREUTROPHIC
2010924,4/26/2021,NLA17_LA-10004,14-Sep-17,2,NLA,LA,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,L,,L,,,,L,,N,,SPARSE,RARE,RARE,H,,,,,,,HIGH,,NONE,3,RARE,RARE,SPARSE,RARE,EXTENSIVE,SPARSE,EXTENSIVE,EXTENSIVE,,,,,,,L,GOOD,,,,,,,,,Y,UNSWIMMABLE,OLIGOTROPHIC
